sporulation;oiv;densite_sporulation;experiment;ligne;image_name;surface_necrosee;colonne;sheet;necrose;taille_necrose
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P09;7.0;1.0;fichier total;1.0;3.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P09;7.0;1.0;fichier total;1.0;3.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P09;7.0;1.0;fichier total;1.0;3.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P09;;2.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P09;;2.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P09;;2.0;fichier total;;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P09;9.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P09;9.0;3.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P09;9.0;3.0;fichier total;1.0;7.0
0.0;9.0;;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P09;;4.0;fichier total;0.0;
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P09;;4.0;fichier total;0.0;
0.0;9.0;;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P09;;4.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P10;5.0;1.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P10;5.0;1.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P10;5.0;1.0;fichier total;1.0;7.0
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P10;;2.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P10;;2.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P10;;2.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P10;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P10;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P10;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P10;3.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P10;3.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P10;3.0;4.0;fichier total;1.0;5.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P11;7.0;1.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P11;7.0;1.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P11;7.0;1.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P11;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P11;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P11;;2.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P11;7.0;3.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P11;7.0;3.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P11;7.0;3.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P11;5.0;4.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P11;5.0;4.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P11;5.0;4.0;fichier total;1.0;7.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P12;;1.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P12;;1.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P12;;1.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P12;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P12;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P12;;2.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P12;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P12;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P12;5.0;3.0;fichier total;1.0;5.0
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P12;;4.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P12;;4.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P12;;4.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P13;3.0;1.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P13;3.0;1.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P13;3.0;1.0;fichier total;1.0;5.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P13;;2.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P13;;2.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P13;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P13;7.0;3.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P13;7.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P13;7.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P13;5.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P13;5.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P13;5.0;4.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P14;5.0;1.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P14;5.0;1.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P14;5.0;1.0;fichier total;1.0;5.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P14;7.0;2.0;fichier total;1.0;5.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P14;7.0;2.0;fichier total;1.0;5.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P14;7.0;2.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P14;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P14;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P14;;3.0;fichier total;;
0.0;9.0;;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P14;9.0;4.0;fichier total;1.0;5.0
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P14;9.0;4.0;fichier total;1.0;5.0
0.0;9.0;;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P14;9.0;4.0;fichier total;1.0;5.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P15;;1.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P15;;1.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P15;;1.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P15;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P15;;2.0;fichier total;;
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P15;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P15;7.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P15;7.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P15;7.0;3.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P15;3.0;4.0;fichier total;1.0;3.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P15;3.0;4.0;fichier total;1.0;3.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P15;3.0;4.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P16;5.0;1.0;fichier total;1.0;1.0
1.0;5.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P16;;1.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P16;3.0;1.0;fichier total;1.0;1.0
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P16;;2.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P16;;2.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P16;;2.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P16;7.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P16;;3.0;fichier total;;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P16;7.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P16;7.0;4.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P16;;4.0;fichier total;;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P16;;4.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P17;;2.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P17;;2.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P17;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P17;;3.0;fichier total;;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P17;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P17;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P17;7.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P17;7.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P17;7.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P18;;1.0;fichier total;0.0;
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P18;;1.0;fichier total;0.0;
0.0;9.0;;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P18;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P18;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P18;;2.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P18;;2.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P18;5.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P18;5.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P18;5.0;3.0;fichier total;1.0;7.0
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P18;;4.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P18;;4.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P18;;4.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P19;3.0;1.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P19;3.0;1.0;fichier total;1.0;5.0
0.0;9.0;;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P19;3.0;1.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P19;;2.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P19;;2.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P19;;2.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P19;;3.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P19;;3.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P19;;3.0;fichier total;;
0.0;9.0;;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P19;9.0;4.0;fichier total;1.0;9.0
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P19;9.0;4.0;fichier total;1.0;9.0
0.0;9.0;;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P19;9.0;4.0;fichier total;1.0;9.0
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P20;7.0;1.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P20;5.0;1.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P20;9.0;1.0;fichier total;1.0;5.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P20;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P20;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P20;;2.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P20;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P20;3.0;3.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P20;3.0;3.0;fichier total;1.0;5.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P20;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P20;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P20;9.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P21;5.0;1.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P21;5.0;1.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P21;5.0;1.0;fichier total;1.0;5.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P21;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P21;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P21;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P21;;3.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P21;;3.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P21;;3.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P21;7.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P21;7.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P21;7.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P22;9.0;2.0;fichier total;1.0;9.0
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P22;9.0;2.0;fichier total;1.0;9.0
0.0;9.0;;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P22;9.0;2.0;fichier total;1.0;9.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P22;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P22;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P22;;3.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P22;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P22;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P22;5.0;4.0;fichier total;1.0;5.0
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P23;;1.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P23;;1.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P23;;1.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P23;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P23;;2.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P23;;2.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P23;;3.0;fichier total;;
1.0;3.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P23;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P23;;3.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P23;;4.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P23;;4.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P23;;4.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P24;;1.0;fichier total;;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P24;;1.0;fichier total;;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P24;;1.0;fichier total;;
0.0;9.0;;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P24;;2.0;fichier total;0.0;
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P24;;2.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P24;;2.0;fichier total;0.0;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P24;;3.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P24;;3.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P24;;3.0;fichier total;;
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P24;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P24;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P24;9.0;4.0;fichier total;1.0;7.0
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P25;;1.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P25;;1.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P25;;1.0;fichier total;;
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P25;9.0;2.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P25;9.0;2.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P25;9.0;2.0;fichier total;1.0;7.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P25;;3.0;fichier total;;
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P25;;3.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P25;;3.0;fichier total;;
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P25;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P25;5.0;4.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P25;5.0;4.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P26;5.0;1.0;fichier total;1.0;1.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P26;5.0;1.0;fichier total;1.0;1.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P26;5.0;1.0;fichier total;1.0;1.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P26;9.0;2.0;fichier total;1.0;5.0
0.0;9.0;;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P26;9.0;2.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P26;9.0;2.0;fichier total;1.0;5.0
1.0;3.0;3.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P26;;3.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P26;;3.0;fichier total;;
1.0;1.0;3.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P26;;3.0;fichier total;;
1.0;7.0;7.0;Exp17DM02_inoc1_saisie;a;Exp17DM02_inoc1_T6_P26;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM02_inoc1_saisie;b;Exp17DM02_inoc1_T6_P26;;4.0;fichier total;0.0;
1.0;7.0;5.0;Exp17DM02_inoc1_saisie;c;Exp17DM02_inoc1_T6_P26;;4.0;fichier total;0.0;
